"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Borucki, Ryan",621366,SF,SL,Slider,0.2,0,143,37.6,37,0.294,0.412,0.319,40.5,24.3,24.3,0.254,0.334,0.275,38.5
"Bubic, Kris",663460,KC,CH,Changeup,2.9,5,162,20.0,37,0.114,0.114,0.139,31.9,24.3,14.1,0.183,0.249,0.216,34.6
"Whitlock, Garrett",676477,BOS,CH,Changeup,0.5,1,119,17.7,37,0.206,0.324,0.247,34.8,35.1,22.8,0.183,0.234,0.204,27.3
"Gasser, Robert",688107,MIL,CH,Changeup,-2.8,-4,141,9.2,37,0.343,0.514,0.389,23.9,16.2,17.1,0.341,0.511,0.383,37.9
"Ferguson, Caleb",657571,STL,FC,Cutter,-1.3,-2,150,25.6,37,0.226,0.419,0.343,23.0,24.3,19.1,0.283,0.54,0.402,45.5
"Madden, Ty",680744,DET,SL,Slider,2.2,3,143,22.1,37,0.167,0.25,0.193,30.4,40.5,26.3,0.173,0.254,0.197,23.8
"Borucki, Ryan",621366,SF,SI,Sinker,-1.2,-2,133,35.0,37,0.333,0.467,0.439,11.5,5.4,11.8,0.309,0.421,0.389,46.4
"Winn, Keaton",676775,SF,FF,4-Seam Fastball,-2.8,-4,158,24.5,37,0.375,0.719,0.507,8.6,13.5,10.9,0.3,0.624,0.431,48.1
"Samaniego, Tyler",701719,BOS,SI,Sinker,0.2,0,128,40.8,37,0.321,0.321,0.377,13.2,13.5,20.0,0.259,0.311,0.319,38.5
"Morillo, Juan",666661,AZ,SI,Sinker,2.9,5,169,17.8,37,0.172,0.207,0.282,17.6,5.4,10.0,0.179,0.204,0.283,18.5
"Melton, Troy",675512,DET,SI,Sinker,0.5,1,145,9.0,37,0.258,0.29,0.366,19.7,8.1,25.0,0.287,0.351,0.347,46.4
"Stock, Robert",476594,NYM,FC,Cutter,-1.2,-2,176,31.4,37,0.323,0.516,0.415,21.0,8.1,9.7,0.346,0.623,0.458,46.4
"Keller, Mitch",656605,PIT,CU,Curveball,-1.4,-2,171,9.1,37,0.161,0.323,0.284,36.5,45.9,27.4,0.175,0.281,0.277,50.0
"Sandlin, David",689818,CWS,FF,4-Seam Fastball,-1.6,-2,151,36.9,37,0.355,0.548,0.441,19.4,16.2,15.0,0.294,0.443,0.378,36.0
"Kranick, Max",668820,WSH,FF,4-Seam Fastball,-6.0,-8,127,37.4,37,0.44,0.92,0.61,12.5,5.4,6.7,0.34,0.605,0.493,37.5
"Walker, Taijuan",592836,PHI,FS,Split-Finger,-4.1,-4,98,23.1,37,0.361,0.583,0.449,19.0,13.5,17.2,0.358,0.627,0.428,45.2
"Kent, Zak",687849,WSH,FF,4-Seam Fastball,0.1,0,119,40.5,37,0.229,0.486,0.393,12.5,10.8,25.0,0.206,0.354,0.263,41.9
"Bibee, Tanner",676440,CLE,ST,Sweeper,0.0,0,137,5.1,37,0.235,0.353,0.291,18.7,18.9,11.1,0.253,0.384,0.308,37.0
"Kirby, George",669923,SEA,CH,Changeup,-2.1,-3,140,5.4,37,0.242,0.515,0.382,26.2,18.9,20.6,0.272,0.517,0.374,46.2
"Quintana, Jose",500779,COL,CH,Changeup,-1.3,-2,144,21.0,37,0.333,0.367,0.338,29.7,8.1,6.1,0.281,0.372,0.346,16.7
"Ribalta, Orlando",687377,WSH,SI,Sinker,-2.2,-3,125,16.7,37,0.4,0.514,0.399,10.0,2.7,4.8,0.357,0.484,0.365,25.7
"Blanco, Ronel",669854,HOU,FF,4-Seam Fastball,-2.2,-4,173,36.2,37,0.31,0.586,0.442,19.7,13.5,11.6,0.269,0.579,0.424,40.0
"Tidwell, Blade",694918,SF,SI,Sinker,3.1,4,136,16.9,37,0.147,0.235,0.208,9.8,16.2,23.1,0.298,0.434,0.347,57.1
"Henry, Cole",669371,WSH,FF,4-Seam Fastball,-1.3,-2,135,47.9,37,0.226,0.484,0.386,22.7,18.9,18.4,0.229,0.496,0.37,37.5
"Morris, Andrew",702193,MIN,SI,Sinker,-0.7,-1,133,11.6,37,0.4,0.543,0.427,21.6,8.1,15.8,0.353,0.536,0.397,34.4
"Blanco, Ronel",669854,HOU,CH,Changeup,0.9,1,132,27.6,37,0.176,0.265,0.255,36.3,21.6,16.0,0.214,0.28,0.253,38.5
"Márquez, Germán",608566,SD,SI,Sinker,0.1,0,128,13.9,37,0.25,0.469,0.388,5.9,0.0,0.0,0.239,0.371,0.304,30.3
"Gibson, Cade",806188,MIA,CU,Curveball,1.6,3,173,22.3,37,0.188,0.219,0.25,29.3,24.3,15.8,0.208,0.263,0.269,43.5
"Waldron, Matt",663362,WSH,SI,Sinker,-1.1,-1,113,16.4,37,0.394,0.576,0.424,17.5,13.5,27.8,0.303,0.514,0.377,56.7
"Blewett, Scott",656240,ATH,SL,Slider,4.9,5,112,24.8,37,0.086,0.086,0.094,37.3,40.5,24.2,0.148,0.174,0.157,23.8
"Dobbins, Hunter",690928,STL,SI,Sinker,1.5,2,122,13.1,36,0.194,0.194,0.272,18.8,16.7,20.0,0.265,0.308,0.312,60.0
"Gusto, Ryan",687473,MIA,SI,Sinker,-1.3,-2,159,12.5,36,0.424,0.576,0.483,23.0,13.9,23.8,0.338,0.428,0.363,39.3
"Gray, Peyton",682608,TEX,SL,Slider,-2.3,-4,174,18.7,36,0.313,0.563,0.457,23.3,5.6,11.8,0.291,0.485,0.358,40.6
"Kikuchi, Yusei",579328,LAA,FS,Split-Finger,-0.3,-1,161,17.4,36,0.194,0.556,0.307,32.9,36.1,22.4,0.228,0.577,0.336,39.1
"Finnegan, Kyle",640448,DET,SL,Slider,-0.6,-1,164,16.1,36,0.219,0.406,0.314,36.5,16.7,14.6,0.231,0.433,0.328,38.5
"Jones, Jared",683003,PIT,CH,Changeup,-1.1,-2,160,11.4,36,0.242,0.394,0.333,40.8,27.8,21.3,0.253,0.324,0.288,60.9
"Sisk, Evan",681895,PIT,ST,Sweeper,0.0,0,130,16.4,36,0.219,0.219,0.233,34.0,30.6,16.7,0.204,0.257,0.238,27.3
"Dotel, Wilber",696062,PIT,FC,Cutter,0.7,1,132,22.5,36,0.321,0.429,0.392,31.8,11.1,20.0,0.336,0.481,0.41,40.0
"Franco, Jose",683742,CIN,SL,Slider,-0.5,-1,141,40.5,36,0.219,0.375,0.299,28.8,22.2,21.1,0.164,0.24,0.243,24.0
"Morgan, David",688158,SD,SI,Sinker,-3.0,-4,137,28.8,36,0.379,0.517,0.47,14.5,5.6,10.0,0.317,0.372,0.368,25.0
"Valdez, Framber",664285,DET,SL,Slider,0.4,0,115,4.4,36,0.147,0.265,0.204,41.8,41.7,21.1,0.113,0.159,0.151,21.1
"King, Michael",650633,SD,SL,Slider,2.2,3,145,5.4,36,0.121,0.182,0.183,22.0,22.2,16.0,0.18,0.389,0.279,32.0
"Walker, Josh",677020,BAL,SI,Sinker,0.2,0,102,25.4,36,0.344,0.406,0.397,5.5,8.3,13.6,0.247,0.334,0.3,48.3
"Anderson, Kade",807739,SEA,FF,4-Seam Fastball,-1.6,-2,133,40.8,36,0.333,0.6,0.447,18.9,13.9,15.6,0.256,0.481,0.377,52.0
"Johnson, Seth",686751,ATH,SL,Slider,0.0,0,156,34.8,36,0.242,0.455,0.354,31.0,25.0,19.6,0.279,0.43,0.338,41.7
"Agnos, Zach",688642,COL,ST,Sweeper,1.3,3,212,15.6,36,0.171,0.257,0.199,38.6,33.3,21.8,0.213,0.292,0.231,34.8
"Bieber, Shane",669456,TOR,SL,Slider,-3.5,-3,93,10.0,36,0.324,0.5,0.375,36.5,38.9,25.9,0.3,0.552,0.38,50.0
"Little, Brendon",663893,TOR,CU,Curveball,-0.1,0,141,28.5,36,0.176,0.324,0.239,47.6,55.6,25.0,0.148,0.255,0.2,57.1
"Iglesias, Raisel",628452,ATL,SI,Sinker,0.8,1,165,19.5,36,0.3,0.5,0.401,13.1,8.3,15.0,0.31,0.534,0.417,48.1
"Snell, Blake",605483,LAD,CU,Curveball,2.3,3,141,21.9,36,0.088,0.088,0.139,44.8,55.6,23.8,0.116,0.132,0.141,21.4
"Lovelady, Richard",663992,WSH,SI,Sinker,-1.9,-3,160,29.7,36,0.464,0.536,0.5,20.3,8.3,20.0,0.395,0.476,0.451,52.0
"Boyd, Matthew",571510,CHC,CU,Curveball,0.7,1,221,12.9,36,0.156,0.25,0.232,26.4,30.6,20.0,0.176,0.21,0.227,9.5
"Senga, Kodai",673540,NYM,FC,Cutter,-1.8,-3,144,13.8,36,0.357,0.536,0.456,26.6,5.6,10.0,0.26,0.321,0.353,26.9
"Holmes, Clay",605280,CHC,FC,Cutter,-0.6,-1,139,10.4,36,0.226,0.355,0.313,39.1,25.0,21.4,0.265,0.455,0.362,31.8
"Patrick, Chad",694477,MIL,SV,Slurve,-1.3,-2,136,8.4,36,0.235,0.324,0.268,21.9,27.8,11.9,0.219,0.284,0.244,37.5
"Zerpa, Angel",672582,MIL,SI,Sinker,-0.5,-1,147,68.1,36,0.3,0.467,0.383,19.3,16.7,15.0,0.338,0.489,0.407,52.0
"Manaea, Sean",640455,NYM,FC,Cutter,-1.7,-3,170,7.6,36,0.333,0.636,0.46,27.0,13.9,16.7,0.308,0.577,0.401,28.6
"Gastelum, Luis",703725,STL,FF,4-Seam Fastball,-0.9,-1,156,31.1,36,0.281,0.563,0.393,17.6,19.4,18.9,0.299,0.574,0.406,32.0
"Falter, Bailey",663559,ATL,FF,4-Seam Fastball,-3.7,-4,107,54.3,35,0.467,0.733,0.543,9.1,2.9,5.6,0.393,0.562,0.451,37.9
"Palmquist, Carson",687223,WSH,ST,Sweeper,-0.5,-1,131,41.9,35,0.226,0.258,0.25,31.0,28.6,18.9,0.258,0.351,0.296,13.6
"Messick, Parker",800048,CLE,CU,Curveball,-2.1,-5,241,8.9,35,0.303,0.636,0.411,10.8,2.9,2.6,0.248,0.459,0.323,21.9
"King, John",667463,MIA,SL,Slider,1.2,2,137,19.2,35,0.182,0.424,0.257,19.7,11.4,12.5,0.317,0.577,0.379,40.0
"Crochet, Garrett",676979,BOS,SI,Sinker,-1.8,-2,116,22.4,35,0.296,0.444,0.399,20.8,20.0,33.3,0.262,0.462,0.388,38.1
"Raley, Brooks",548384,PHI,CH,Changeup,0.3,0,102,13.0,35,0.176,0.176,0.174,24.4,28.6,19.2,0.22,0.272,0.227,25.0
"Cavalli, Cade",676917,WSH,FC,Cutter,1.4,2,168,6.2,35,0.235,0.588,0.34,19.5,8.6,9.1,0.321,0.585,0.396,46.9
"Smith-Shawver, AJ",700363,ATL,FF,4-Seam Fastball,-0.9,-1,154,38.4,35,0.233,0.467,0.379,10.0,8.6,9.7,0.235,0.521,0.371,37.0
"King, Bryan",687911,HOU,SI,Sinker,1.6,2,148,15.4,35,0.182,0.212,0.29,9.5,11.4,12.5,0.217,0.255,0.237,31.0
"Svanson, Matt",694335,STL,FC,Cutter,-1.5,-3,171,21.7,35,0.333,0.467,0.379,19.3,17.1,16.2,0.33,0.514,0.392,56.0
"Chivilli, Angel",683409,NYY,CH,Changeup,0.5,1,119,41.8,35,0.161,0.355,0.306,34.8,28.6,24.4,0.191,0.368,0.289,33.3
"Avila, Luinder",679883,KC,CU,Curveball,-1.0,-2,190,14.7,35,0.333,0.633,0.41,24.0,11.4,8.2,0.272,0.55,0.383,42.9
"Ohtani, Shohei",660271,LAD,FS,Split-Finger,-1.5,-2,114,8.5,35,0.294,0.382,0.296,34.5,28.6,21.3,0.251,0.292,0.237,36.0
"Thornton, Zac",804267,NYM,SL,Slider,-3.5,-3,96,9.5,35,0.267,0.5,0.379,20.4,22.9,15.1,0.293,0.534,0.402,59.1
"Suter, Brent",608718,ATL,SL,Slider,-0.4,-1,185,12.9,35,0.235,0.588,0.359,32.5,28.6,16.4,0.3,0.533,0.364,37.5
"Hall, DL",669084,MIL,FF,4-Seam Fastball,-1.9,-2,116,13.8,35,0.208,0.458,0.411,30.8,28.6,19.6,0.193,0.293,0.362,50.0
"Stock, Robert",476594,NYM,SI,Sinker,-1.4,-2,125,22.3,35,0.393,0.464,0.469,10.3,0.0,0.0,0.337,0.51,0.431,35.7
"Kremer, Dean",665152,MIN,SI,Sinker,-2.3,-4,166,13.8,35,0.355,0.645,0.48,12.1,17.1,20.0,0.37,0.662,0.468,56.0
"Dotel, Wilber",696062,PIT,SL,Slider,-0.1,0,132,22.5,35,0.286,0.429,0.309,30.2,34.3,26.1,0.175,0.285,0.196,34.8
"Junk, Janson",676083,MIA,CU,Curveball,0.2,0,156,8.9,35,0.242,0.394,0.297,15.3,14.3,14.3,0.232,0.339,0.271,35.7
"Greene, Hunter",668881,CIN,SL,Slider,-3.8,-5,145,31.8,35,0.344,0.625,0.416,46.3,40.0,29.2,0.281,0.484,0.337,57.9
"Milner, Hoby",571948,SEA,ST,Sweeper,1.4,2,174,28.3,35,0.097,0.226,0.184,22.2,20.0,11.9,0.169,0.278,0.238,28.0
"Keller, Mitch",656605,PIT,FC,Cutter,-3.1,-4,140,7.4,35,0.323,0.613,0.456,20.5,8.6,15.0,0.303,0.486,0.38,21.4
"Thornton, Trent",663423,CHC,FC,Cutter,0.5,1,155,21.9,35,0.206,0.382,0.261,28.4,14.3,29.4,0.247,0.414,0.293,41.4
"Brown, Hunter",686613,HOU,CH,Changeup,-1.9,-3,152,9.5,35,0.321,0.571,0.443,38.5,14.3,15.6,0.295,0.549,0.426,39.1
"Santana, Dennis",642701,AZ,SI,Sinker,1.0,1,107,12.6,35,0.242,0.364,0.275,11.8,5.7,12.5,0.281,0.42,0.313,43.8
"Ahlstrom, Robby",695239,TEX,SI,Sinker,1.8,2,135,21.4,35,0.313,0.344,0.316,14.9,11.4,23.5,0.294,0.393,0.322,24.1
"Hoffmann, Andrew",694851,AZ,FF,4-Seam Fastball,-1.1,-1,118,51.5,35,0.31,0.552,0.456,12.5,20.0,21.2,0.243,0.44,0.341,56.5
"Taylor, Grant",691799,CWS,SI,Sinker,3.9,6,140,11.7,35,0.133,0.133,0.182,14.7,8.6,15.0,0.119,0.172,0.209,11.1
"Rolison, Ryan",669020,CHC,SL,Slider,0.2,0,122,14.0,35,0.313,0.375,0.337,17.5,11.4,16.7,0.307,0.432,0.353,42.9
"Ferguson, Tyler",621053,CHC,FF,4-Seam Fastball,-1.9,-3,135,46.1,35,0.258,0.71,0.431,26.8,28.6,23.8,0.263,0.576,0.391,66.7
"Akin, Keegan",669211,BAL,CH,Changeup,-2.1,-2,114,25.7,35,0.333,0.485,0.412,20.0,14.3,11.9,0.262,0.395,0.306,25.0
"Castaño, Blas",680604,COL,SI,Sinker,1.1,2,176,40.1,35,0.233,0.333,0.337,12.8,14.3,14.7,0.284,0.499,0.385,48.0
"Coulombe, Danny",543056,BOS,FC,Cutter,1.1,2,143,37.1,34,0.167,0.267,0.247,19.4,14.7,16.1,0.202,0.259,0.26,12.0
"Sisk, Evan",681895,PIT,FF,4-Seam Fastball,0.8,1,135,17.1,34,0.222,0.37,0.325,31.5,35.3,24.5,0.169,0.288,0.279,31.3
"Headrick, Brent",687396,NYY,FS,Split-Finger,0.8,1,145,12.1,34,0.206,0.265,0.206,48.6,47.1,25.8,0.216,0.242,0.201,22.2
"Márquez, Germán",608566,SD,SL,Slider,0.2,0,119,13.0,34,0.182,0.364,0.271,30.6,23.5,22.2,0.18,0.309,0.223,36.0
"Rucker, Michael",621074,SEA,FC,Cutter,-1.4,-2,139,21.7,34,0.323,0.548,0.401,17.2,14.7,19.2,0.282,0.486,0.359,46.2
"Hart, Kyle",606996,SD,SL,Slider,-0.7,-1,147,14.8,34,0.375,0.625,0.477,20.0,5.9,16.7,0.341,0.675,0.437,45.2
"Gage, Matt",657424,SF,FF,4-Seam Fastball,0.7,1,174,33.1,34,0.222,0.444,0.383,25.8,23.5,16.0,0.175,0.276,0.286,15.0
"Hart, Kyle",606996,SD,FF,4-Seam Fastball,-3.0,-3,88,8.8,34,0.179,0.464,0.33,5.3,26.5,21.4,0.233,0.497,0.367,40.0
"King, John",667463,MIA,ST,Sweeper,1.6,2,114,16.0,34,0.156,0.281,0.196,23.1,20.6,17.9,0.188,0.31,0.22,26.9
"Morgan, Eli",669212,KC,FF,4-Seam Fastball,-3.2,-4,126,37.2,34,0.379,0.621,0.511,18.5,5.9,7.4,0.4,0.618,0.476,51.9
"Williamson, Brandon",682227,CIN,FF,4-Seam Fastball,-4.8,-6,134,19.4,34,0.333,0.714,0.518,11.1,2.9,2.6,0.382,0.724,0.543,33.3
"Waldron, Matt",663362,WSH,FF,4-Seam Fastball,-3.1,-4,123,17.8,34,0.333,0.667,0.453,20.0,17.6,12.8,0.234,0.492,0.351,41.7
"Lavender, Nate",681320,NYM,FF,4-Seam Fastball,2.8,4,136,68.7,34,0.152,0.303,0.204,27.0,38.2,32.5,0.16,0.268,0.197,45.0
"Banda, Anthony",607455,MIN,FF,4-Seam Fastball,-1.1,-2,158,26.0,34,0.276,0.517,0.388,15.7,11.8,9.1,0.308,0.574,0.422,52.0
"Halvorsen, Seth",678020,LAD,SL,Slider,0.9,1,135,29.1,34,0.129,0.194,0.215,37.9,29.4,20.0,0.184,0.223,0.223,23.8
"Singer, Brady",663903,CIN,FC,Cutter,-3.7,-6,174,6.8,34,0.387,0.806,0.546,17.9,0.0,0.0,0.349,0.708,0.468,29.0
"Leiter Jr., Mark",643410,ATH,SI,Sinker,4.1,6,144,26.1,34,0.226,0.226,0.247,13.3,5.9,20.0,0.312,0.366,0.33,17.2
"Roycroft, Chris",688297,ATH,FC,Cutter,-2.4,-3,118,20.5,34,0.355,0.516,0.376,16.1,14.7,12.8,0.331,0.478,0.349,39.3
"Brogdon, Connor",641401,CLE,FF,4-Seam Fastball,-0.6,-1,129,48.3,34,0.267,0.633,0.394,28.4,29.4,24.4,0.238,0.54,0.35,45.5
"Williamson, Brandon",682227,CIN,CH,Changeup,-2.4,-4,157,22.7,34,0.333,0.545,0.387,35.1,14.7,11.9,0.298,0.503,0.352,42.9
"Pérez, Cionel",672335,NYM,CU,Curveball,0.5,1,128,18.2,34,0.188,0.313,0.269,27.6,26.5,22.0,0.275,0.491,0.348,56.5
"Suarez, José",660761,ATH,SI,Sinker,-2.0,-2,104,9.7,34,0.433,0.6,0.477,9.6,0.0,0.0,0.419,0.522,0.419,34.4
"Keller, Brad",641745,PHI,SL,Slider,2.8,3,120,22.5,34,0.156,0.281,0.216,24.6,26.5,23.7,0.134,0.191,0.173,26.1
"Kuhnel, Joel",669270,SF,FC,Cutter,-1.8,-3,184,29.9,34,0.344,0.625,0.442,36.0,17.6,13.6,0.288,0.466,0.344,46.2
"Graceffo, Gordon",700669,STL,CH,Changeup,2.4,3,141,12.8,34,0.063,0.094,0.104,19.3,20.6,15.2,0.131,0.211,0.18,36.0
"Marte, Yunior",805074,SF,FF,4-Seam Fastball,0.8,1,111,51.6,34,0.172,0.345,0.288,8.7,11.8,18.2,0.192,0.32,0.289,52.0
"Brubaker, JT",664141,SF,CH,Changeup,2.7,4,138,13.8,34,0.161,0.161,0.194,23.4,11.8,11.8,0.208,0.287,0.257,18.5
"Rolison, Ryan",669020,CHC,ST,Sweeper,2.5,3,125,14.4,34,0.147,0.147,0.132,38.1,41.2,27.5,0.201,0.266,0.202,40.0
"Lorenzen, Michael",547179,TOR,ST,Sweeper,-1.5,-3,176,7.6,34,0.242,0.485,0.327,32.9,26.5,23.1,0.238,0.487,0.317,50.0
"Yarbrough, Ryan",642232,NYY,FF,4-Seam Fastball,-1.3,-2,155,17.1,34,0.231,0.538,0.434,15.5,20.6,12.5,0.194,0.375,0.347,47.4
"Thornton, Trent",663423,CHC,ST,Sweeper,-0.2,0,135,19.1,34,0.188,0.313,0.243,23.3,14.7,11.1,0.217,0.372,0.277,33.3
"King, John",667463,MIA,CH,Changeup,3.1,4,143,20.0,34,0.094,0.188,0.153,35.0,29.4,23.3,0.177,0.326,0.243,36.4
"Bubic, Kris",663460,KC,ST,Sweeper,-1.4,-2,140,17.3,34,0.273,0.545,0.354,29.1,35.3,32.4,0.265,0.474,0.325,38.1
"Collyer, Gavin",686560,TEX,FC,Cutter,1.3,2,153,34.3,34,0.233,0.267,0.278,23.3,14.7,18.5,0.294,0.402,0.348,40.0
"Civale, Aaron",650644,CHC,FS,Split-Finger,-2.1,-2,113,6.5,33,0.344,0.438,0.353,22.6,9.1,11.5,0.284,0.339,0.285,27.6
"Bidois, Brandan",684049,PIT,SL,Slider,-0.6,-1,136,41.8,33,0.269,0.308,0.371,44.8,27.3,24.3,0.233,0.38,0.376,41.2
"Ramírez, Yohan",670990,PIT,CU,Curveball,-2.7,-4,149,11.5,33,0.259,0.481,0.383,29.1,30.3,19.6,0.213,0.366,0.328,29.4
"Keller, Brad",641745,PHI,FF,4-Seam Fastball,-2.9,-5,170,31.9,33,0.44,0.56,0.503,21.4,21.2,14.6,0.32,0.41,0.409,55.6
"Kilian, Caleb",668873,PHI,SL,Slider,2.4,2,101,12.8,33,0.129,0.419,0.252,43.1,39.4,39.4,0.153,0.413,0.264,38.9
"Kilian, Caleb",668873,PHI,SI,Sinker,-0.3,0,106,13.5,33,0.333,0.333,0.384,25.0,9.1,20.0,0.251,0.358,0.343,33.3
"Wesneski, Hayden",669713,HOU,FC,Cutter,0.0,0,106,15.7,33,0.259,0.519,0.395,25.0,9.1,17.6,0.25,0.361,0.342,33.3
"Antone, Tejay",622088,CIN,FC,Cutter,1.9,3,140,17.1,33,0.16,0.44,0.311,20.3,15.2,23.8,0.253,0.584,0.396,43.5
"Basso, Brady",669620,ATH,SL,Slider,-1.7,-2,93,16.2,33,0.333,0.545,0.374,23.6,24.2,25.8,0.28,0.377,0.285,32.0
"Adams, Mason",690279,COL,FF,4-Seam Fastball,-1.6,-2,103,33.9,33,0.231,0.577,0.412,28.9,30.3,25.6,0.191,0.403,0.345,68.8
"Smith, Hagen",696146,CWS,SL,Slider,4.4,4,95,31.4,33,0.067,0.167,0.152,44.4,48.5,38.1,0.113,0.197,0.183,28.6
"Manfredi, Mark",815081,COL,FF,4-Seam Fastball,1.3,2,131,62.7,33,0.233,0.367,0.297,23.9,30.3,24.4,0.248,0.452,0.334,50.0
"Holmes, Grant",656550,ATL,CH,Changeup,1.3,2,145,6.7,33,0.1,0.1,0.152,23.0,15.2,15.2,0.187,0.252,0.23,34.6
"Quintana, Jose",500779,COL,SI,Sinker,-0.9,-1,133,19.4,33,0.296,0.481,0.4,10.0,12.1,16.7,0.282,0.492,0.395,60.9
"Headrick, Brent",687396,NYY,SI,Sinker,-1.3,-1,106,8.9,33,0.379,0.517,0.419,17.5,9.1,15.0,0.376,0.438,0.388,40.7
"Scott, Christian",681035,NYM,CU,Curveball,-3.7,-4,98,5.4,33,0.344,0.563,0.395,13.3,24.2,11.4,0.234,0.325,0.256,33.3
"Urquidy, José",664353,CWS,FF,4-Seam Fastball,1.4,1,106,21.5,33,0.241,0.276,0.314,19.3,9.1,10.0,0.244,0.355,0.31,38.5
"Cleavinger, Garrett",664076,TB,FF,4-Seam Fastball,-0.9,-1,113,15.4,33,0.107,0.286,0.221,23.6,42.4,17.5,0.162,0.296,0.253,40.0
"May, Dustin",669160,MIL,CH,Changeup,-2.5,-4,145,6.5,33,0.303,0.545,0.372,21.0,21.2,20.6,0.314,0.54,0.363,46.2
"Zuber, Tyler",676604,MIA,ST,Sweeper,-2.7,-4,156,26.0,33,0.258,0.677,0.426,22.5,27.3,17.0,0.175,0.399,0.29,40.9
"Schultz, Noah",702273,CWS,CH,Changeup,-3.4,-4,115,10.0,33,0.355,0.419,0.391,28.6,24.2,13.1,0.286,0.355,0.304,30.4
"Davis, Tyler",699823,CWS,SL,Slider,1.5,2,148,31.5,33,0.188,0.188,0.239,20.0,9.1,7.7,0.238,0.289,0.244,37.9
"Miller, Bryce",682243,SEA,SL,Slider,-1.0,-2,172,10.7,33,0.281,0.594,0.382,28.7,15.2,17.2,0.27,0.537,0.35,35.7
"Pomeranz, Drew",519141,CHC,CU,Curveball,0.3,0,129,27.0,33,0.194,0.226,0.223,15.4,21.2,12.1,0.292,0.388,0.319,41.7
"Black, Mason",696131,KC,FF,4-Seam Fastball,-3.8,-4,118,21.2,33,0.286,0.571,0.485,15.7,15.2,9.1,0.237,0.386,0.424,43.8
"Legumina, Casey",668984,TB,ST,Sweeper,-1.8,-2,124,12.3,33,0.379,0.552,0.376,33.8,24.2,16.0,0.285,0.38,0.283,29.2
"Sabrowski, Erik",681870,CLE,CU,Curveball,-0.7,-1,143,19.8,33,0.219,0.375,0.267,34.4,48.5,25.8,0.182,0.276,0.211,31.3
"Aleman, Franco",680916,CLE,SL,Slider,-3.6,-4,106,26.9,33,0.3,0.533,0.408,37.0,33.3,28.9,0.263,0.468,0.367,42.1
"De Jesus, Enmanuel",646241,DET,FC,Cutter,-1.3,-1,111,16.6,33,0.29,0.419,0.319,32.8,24.2,21.1,0.292,0.464,0.336,41.7
"Seymour, Carson",693313,SF,SL,Slider,0.2,0,114,26.6,33,0.161,0.355,0.245,35.1,30.3,20.0,0.261,0.466,0.332,42.9
"Assad, Javier",665871,CHC,CH,Changeup,-3.2,-4,112,8.0,33,0.303,0.606,0.367,30.0,27.3,19.6,0.247,0.486,0.309,33.3
"Seymour, Carson",693313,SF,SI,Sinker,-0.7,-1,130,30.4,33,0.31,0.621,0.42,19.7,12.1,22.2,0.299,0.536,0.386,30.8
"Roupp, Landen",694738,SF,FF,4-Seam Fastball,-1.3,-2,149,5.7,33,0.2,0.333,0.25,36.2,45.5,15.0,0.149,0.251,0.198,37.5
"Vest, Will",676684,DET,SL,Slider,0.5,1,140,28.9,33,0.25,0.313,0.247,41.4,30.3,14.5,0.252,0.356,0.258,30.4
"Raley, Brooks",548384,PHI,SI,Sinker,-0.5,-1,164,21.0,32,0.231,0.462,0.395,11.5,3.1,6.7,0.287,0.451,0.387,44.0
"Leasure, Jordan",673929,CWS,SL,Slider,-2.7,-3,129,41.2,32,0.345,0.724,0.472,38.3,28.1,25.0,0.359,0.731,0.482,40.0
"Akin, Keegan",669211,BAL,SL,Slider,-1.4,-2,110,24.8,32,0.3,0.433,0.37,19.0,3.1,2.9,0.267,0.366,0.3,17.2
"Montgomery, Mason",682254,PIT,SL,Slider,3.3,5,152,14.5,32,0.034,0.034,0.094,37.2,34.4,19.3,0.143,0.165,0.188,11.1
"Helsley, Ryan",664854,BAL,FF,4-Seam Fastball,-0.4,0,123,45.1,32,0.222,0.481,0.386,33.3,28.1,36.0,0.209,0.402,0.328,55.6
"Alexander, Tyler",641302,TEX,FC,Cutter,0.2,0,223,21.2,32,0.28,0.44,0.361,20.5,15.6,22.7,0.249,0.373,0.33,22.7
"Joyce, Ben",690829,LAA,FF,4-Seam Fastball,2.3,3,126,66.7,32,0.154,0.192,0.255,27.6,31.3,24.4,0.177,0.231,0.274,18.8
"Duarte, Daniel",650960,NYM,FC,Cutter,-1.3,-2,150,33.2,32,0.3,0.567,0.388,21.5,6.3,7.1,0.287,0.497,0.354,17.9
"Walker, Josh",677020,BAL,SL,Slider,1.3,2,161,40.1,32,0.107,0.25,0.223,31.3,34.4,18.6,0.131,0.199,0.19,33.3
"Snell, Blake",605483,LAD,CH,Changeup,1.6,2,116,18.0,32,0.3,0.367,0.297,45.3,15.6,18.5,0.262,0.35,0.273,19.2
"Murphy, Luke",684665,LAA,FF,4-Seam Fastball,1.4,2,155,56.6,32,0.154,0.154,0.244,27.9,34.4,20.4,0.131,0.174,0.239,46.7
"Moll, Sam",594580,CIN,CH,Changeup,-1.2,-2,169,15.8,32,0.16,0.4,0.332,25.4,25.0,13.8,0.207,0.383,0.35,44.4
